"SPO2","PULSE"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"99","86"
"98","86"
"98","85"
"98","84"
"98","84"
"98","83"
"98","83"
"98","84"
"98","84"
"98","84"
"98","84"
"98","84"
"98","84"
"98","83"
"98","84"
"98","84"
"98","84"
"98","84"
"97","84"
"97","84"
"98","84"
"98","84"
"98","83"
"98","83"
"98","84"
"97","85"
"97","86"
"97","86"
"97","86"
"97","86"
"97","86"
"97","86"
"97","86"
"97","87"
"97","87"
"97","87"
"97","87"
"97","87"
"97","87"
"97","87"
"98","88"
"98","88"
"98","88"
"98","87"
"98","87"
"98","87"
"98","86"
"98","86"
"98","86"
"98","86"
"98","86"
"98","87"
"98","87"
"98","87"
"98","87"
"98","87"
"97","87"
"97","87"
"97","87"
"97","87"
"97","87"
"97","87"
"97","87"
"97","88"
"97","88"
"97","88"
"97","88"
"97","88"
"97","87"
"97","87"
"97","87"
"97","87"
"97","88"
"97","88"
"98","89"
"97","89"
"97","88"
"97","88"
"97","88"
"97","87"
"97","86"
"98","86"
"98","86"
"98","87"
"98","87"
"98","88"
"98","89"
"98","90"
"98","90"
"98","88"
"98","88"
"98","88"
"98","87"
"98","86"
"98","86"
"98","86"
"98","87"
"98","86"
"98","86"
"98","86"
"98","87"
"98","86"
"98","86"
"98","86"
"98","86"
"98","86"
"98","87"
"97","87"
"97","87"
"97","87"
"97","88"
"97","90"
"97","90"
"98","91"
"98","91"
"98","90"
"98","90"
"98","89"
"98","88"
"98","87"
"97","85"
"97","85"
"97","85"
"97","86"
"97","86"
"97","86"
"97","86"
"97","86"
"97","87"
"97","88"
"97","89"
"97","90"
"97","91"
"97","91"
"97","91"
"97","91"
"97","91"
"97","91"
"97","91"
"97","90"
"97","88"
"98","87"
"98","86"
"98","85"
"98","84"
"98","84"
"97","84"
"97","84"
"97","84"
"97","84"
"97","84"
"97","84"
"97","84"
"97","84"
"97","84"
"97","85"
"97","85"
"97","85"
"97","85"
"96","85"
"96","84"
"96","83"
"96","83"
"96","83"
"96","83"
"96","83"
"96","83"
"96","83"
"96","83"
"96","83"
"96","83"
"96","83"
"97","83"
"97","85"
"97","86"
"98","88"
"98","88"
"98","87"
"98","88"
"98","87"
"98","87"
"98","86"
"98","87"
"98","87"
"98","87"
"98","87"
"98","88"
"98","88"
"98","88"
"98","89"
"98","88"
"98","87"
"98","87"
"98","87"
"98","87"
"98","87"
"98","88"
"98","89"
"98","89"
"98","88"
"98","88"
"98","88"
"98","87"
"98","86"
"98","86"
"98","86"
"98","86"
"98","86"
"98","86"
"97","86"
"97","85"
"98","86"
"98","86"
"97","86"
"97","86"
"98","87"
"97","87"
"97","87"
