TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2019-10-08 17:57:56.759,1.3469218,1.1093459,0.0,0.0,1.3091527,1.1283193,0.0,0.0,1.1913404,1.4097482,0.0,0.0,1.134347,0.71364963,0.0,0.0,0.8600426,0.032408442,0.0,0.0,821.1722,838.49817,734.94507,1158.022,1013.7729,0.34552001953125,-0.14599609375,0.93212890625,2.355194091796875,-6.11602783203125,-0.605621337890625,1,2.0,1.0,4.0,4.0,100.00
2019-10-08 17:57:57.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:57:57.470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:57:57.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:57:57.803,1.3469218,1.1093459,0.0,0.0,1.3091527,1.1283193,0.0,0.0,1.1913404,1.4097482,0.0,0.0,1.134347,0.71364963,0.0,0.0,0.8600426,0.032408442,0.0,0.0,867.50916,935.2015,1003.69965,0.0,1236.1904,0.30316162109375,-0.1844482421875,0.9429931640625,-4.059906005859375,6.093597412109375,-7.723541259765625,1,2.0,1.0,4.0,4.0,100.00
2019-10-08 17:57:58.690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:57:58.828,1.3469218,1.1093459,0.0,0.0,1.3091527,1.1283193,0.0,0.0,1.1913404,1.4097482,0.0,0.0,1.134347,0.71364963,0.0,0.0,0.8600426,0.032408442,0.0,0.0,612.4542,1266.8132,1096.3737,0.0,1021.8315,0.52484130859375,-0.05120849609375,0.88470458984375,11.461944580078125,-23.514556884765625,9.28619384765625,1,2.0,1.0,4.0,4.0,100.00
2019-10-08 17:57:58.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:57:58.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:57:59.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:57:59.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:57:59.886,1.3469218,1.1093459,0.0,0.0,1.3091527,1.1283193,0.0,0.0,1.1913404,1.4097482,0.0,0.0,1.134347,0.71364963,0.0,0.0,0.8600426,0.032408442,0.0,0.0,761.53845,788.5348,1297.8389,1384.8718,1268.022,0.59307861328125,-0.0518798828125,0.8037109375,1.592559814453125,-0.560760498046875,3.536529541015625,1,2.0,1.0,4.0,4.0,100.00
2019-10-08 17:58:00.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:58:00.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:58:00.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:58:00.919,1.3469218,1.1093459,0.0,0.0,1.3091527,1.1283193,0.0,0.0,1.1913404,1.4097482,0.0,0.0,1.134347,0.71364963,0.0,0.0,0.8600426,0.032408442,0.0,0.0,809.4872,774.83514,136.19048,1380.8425,1053.2601,0.69482421875,-0.05877685546875,0.794189453125,5.271148681640625,-5.226287841796875,-0.79254150390625,1,2.0,1.0,2.0,4.0,100.00
2019-10-08 17:58:01.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:58:01.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:58:01.954,1.3469218,1.1093459,0.0,0.0,1.3091527,1.1283193,0.0,0.0,1.1913404,1.4097482,0.0,0.0,1.134347,0.71364963,0.0,0.0,0.8600426,0.032408442,0.0,0.0,837.6923,845.7509,380.3663,59.6337,1031.9048,0.61114501953125,-0.0496826171875,0.78515625,4.85992431640625,-4.344024658203125,-1.6448974609375,1,2.0,1.0,2.0,4.0,100.00
2019-10-08 17:58:02.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-10-08 17:58:02.969,1.3469218,1.1093459,0.0,0.0,1.3091527,1.1283193,0.0,0.0,1.1913404,1.4097482,0.0,0.0,1.134347,0.71364963,0.0,0.0,0.8600426,0.032408442,0.0,0.0,709.9634,886.04395,1167.2894,299.3773,1344.9817,0.624267578125,-0.044921875,0.7763671875,2.145843505859375,-1.831817626953125,-2.818756103515625,1,2.0,1.0,2.0,4.0,100.00
2019-10-08 17:58:04.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.8278,805.05493,1305.4945,76.95971,1101.6117,0.60089111328125,-0.05657958984375,0.78497314453125,3.18511962890625,-2.4224853515625,-2.878570556640625,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:05.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.674,814.7253,676.9231,0.0,890.4762,0.60137939453125,-0.06024169921875,0.7955322265625,1.62994384765625,-2.968292236328125,-1.016845703125,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:06.280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.67035,826.4103,732.9304,839.707,1151.1721,0.626953125,-0.05908203125,0.8031005859375,-5.674896240234375,12.501220703125,-4.5758056640625,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:07.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.7033,676.1172,1618.9744,221.20879,935.6044,0.5072021484375,-0.1329345703125,0.85772705078125,5.7421875,-8.919830322265625,-2.115936279296875,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:08.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.2564,747.4359,196.63004,765.16486,1126.1904,0.53070068359375,-0.10174560546875,0.84368896484375,2.37762451171875,-5.001983642578125,-3.581390380859375,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:09.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.65936,830.84247,1622.6007,387.21613,1128.608,0.6697998046875,-0.0447998046875,0.76324462890625,5.256195068359375,-14.691925048828125,-2.7215576171875,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:10.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.4359,861.06226,1565.3846,67.289375,1081.8682,0.5877685546875,-0.05645751953125,0.776611328125,-0.650482177734375,-12.015228271484375,-3.940277099609375,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:11.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.23444,116.849815,1622.6007,1587.9487,1106.044,0.14202880859375,-0.02447509765625,0.98651123046875,2.041168212890625,35.671844482421875,-102.9705810546875,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:12.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.8865,777.6557,127.326004,1376.8132,-0.566162109375,0.11553955078125,0.84149169921875,9.22637939453125,-3.835601806640625,17.10693359375,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:13.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.37,859.85345,200.25641,1554.1025,1122.5641,-0.23516845703125,0.0528564453125,0.97515869140625,-6.691741943359375,-2.3626708984375,0.037384033203125,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:14.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.97437,855.42126,1257.1428,125.71429,1002.8938,-0.30718994140625,0.006103515625,0.93194580078125,-4.23187255859375,-3.730926513671875,-15.0732421875,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:15.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.41394,863.0769,0.0,51.17216,1502.1245,-0.24884033203125,0.00103759765625,0.97857666015625,2.43743896484375,-5.62255859375,-3.446807861328125,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:16.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.68866,883.6264,1300.6593,1463.8462,1091.5385,-0.22430419921875,0.0135498046875,0.98040771484375,1.973876953125,-3.03558349609375,-1.8243408203125,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:17.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.6227,780.87915,1069.7803,95.89744,1083.0769,-0.23211669921875,0.00390625,0.98779296875,3.312225341796875,-4.3365478515625,-1.592559814453125,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:18.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.16486,772.8205,1002.0879,1552.4908,1200.7325,-0.22674560546875,-0.00408935546875,0.97381591796875,2.94586181640625,-4.254302978515625,-3.252410888671875,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:19.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.7839,796.5934,1620.1831,927.9487,996.8498,-0.219482421875,0.0040283203125,0.98175048828125,3.656158447265625,-4.8748779296875,-1.9140625,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:20.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.65204,705.9341,948.0952,394.06595,919.4872,-0.213623046875,0.0030517578125,0.97918701171875,3.013153076171875,-3.207550048828125,-3.170166015625,0,4.0,4.0,4.0,4.0,100.00
2019-10-08 17:58:21.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.4396,763.1502,956.1539,795.38464,1162.4542,-0.218017578125,0.0064697265625,0.98199462890625,2.071075439453125,-4.14215087890625,-4.269256591796875,0,4.0,4.0,4.0,4.0,100.00
